file_path,file_size_mb,parent_uuid,ext
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0604fe41-2ade-4a62-add8-b8888508de8f\annotations.txt,0.00028705596923828125,0604fe41-2ade-4a62-add8-b8888508de8f,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0604fe41-2ade-4a62-add8-b8888508de8f\b42ab2e1-8902-4842-ae17-8ac156a8aaf7.wxs.aliquot_ensemble_masked.maf.gz,0.043684959411621094,0604fe41-2ade-4a62-add8-b8888508de8f,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\060badaa-6432-4366-a372-f42985923d07\3addff79-e536-4bbc-8529-a30c0e8b5b83.wxs.aliquot_ensemble_masked.maf.gz,0.1766672134399414,060badaa-6432-4366-a372-f42985923d07,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\060badaa-6432-4366-a372-f42985923d07\annotations.txt,0.00028705596923828125,060badaa-6432-4366-a372-f42985923d07,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\06c8f74d-21ff-43ff-b921-a364f8010b42\5623afdf-6852-4592-9a22-a36ac4319bb9.wxs.aliquot_ensemble_masked.maf.gz,0.04578113555908203,06c8f74d-21ff-43ff-b921-a364f8010b42,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\06c8f74d-21ff-43ff-b921-a364f8010b42\annotations.txt,0.00028705596923828125,06c8f74d-21ff-43ff-b921-a364f8010b42,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\06ce81ad-a9fd-4f9c-9c7e-1ddbd8ec9d29\annotations.txt,0.00028705596923828125,06ce81ad-a9fd-4f9c-9c7e-1ddbd8ec9d29,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\06ce81ad-a9fd-4f9c-9c7e-1ddbd8ec9d29\c07a24a8-cdb2-4ae2-af2c-33848f15159f.wxs.aliquot_ensemble_masked.maf.gz,0.1517353057861328,06ce81ad-a9fd-4f9c-9c7e-1ddbd8ec9d29,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\06dbacda-e119-4e05-b65a-799d89dd1758\annotations.txt,0.00028705596923828125,06dbacda-e119-4e05-b65a-799d89dd1758,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\06dbacda-e119-4e05-b65a-799d89dd1758\c7aaf657-5f86-4959-9c6e-8d588646f532.wxs.aliquot_ensemble_masked.maf.gz,0.025495529174804688,06dbacda-e119-4e05-b65a-799d89dd1758,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\07d5681a-c07b-4a25-bfc3-c8b56e36445c\781eaeea-7011-4738-84ec-da4e8534af1d.wxs.aliquot_ensemble_masked.maf.gz,0.02091217041015625,07d5681a-c07b-4a25-bfc3-c8b56e36445c,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\07d5681a-c07b-4a25-bfc3-c8b56e36445c\annotations.txt,0.00028705596923828125,07d5681a-c07b-4a25-bfc3-c8b56e36445c,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\08072e4f-0861-4fc6-90d2-21624660541f\8d4a338a-70c1-4f6a-afaf-c0ccc7493315.wxs.aliquot_ensemble_masked.maf.gz,0.02476215362548828,08072e4f-0861-4fc6-90d2-21624660541f,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\08072e4f-0861-4fc6-90d2-21624660541f\annotations.txt,0.00028705596923828125,08072e4f-0861-4fc6-90d2-21624660541f,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\082e03c5-f49f-455e-9e6d-b477b962deca\annotations.txt,0.00028705596923828125,082e03c5-f49f-455e-9e6d-b477b962deca,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\082e03c5-f49f-455e-9e6d-b477b962deca\e1a5102c-e7b6-49fd-b4a2-32a10936ab55.wxs.aliquot_ensemble_masked.maf.gz,0.10424613952636719,082e03c5-f49f-455e-9e6d-b477b962deca,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\085615ac-a63a-4092-81c6-7763dfc548a0\1c198ca7-c422-4ea5-928c-77f28fe14eeb.wxs.aliquot_ensemble_masked.maf.gz,0.0438385009765625,085615ac-a63a-4092-81c6-7763dfc548a0,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\085615ac-a63a-4092-81c6-7763dfc548a0\annotations.txt,0.00028705596923828125,085615ac-a63a-4092-81c6-7763dfc548a0,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\08dc3e42-c96a-4550-9f7e-f3ae3b4f728b\717fc03c-19da-4112-8d65-1df5f9b01d6f.wxs.aliquot_ensemble_masked.maf.gz,0.05247211456298828,08dc3e42-c96a-4550-9f7e-f3ae3b4f728b,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\08dc3e42-c96a-4550-9f7e-f3ae3b4f728b\annotations.txt,0.00028705596923828125,08dc3e42-c96a-4550-9f7e-f3ae3b4f728b,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\09287c06-1227-471d-856c-157ef1266de9\annotations.txt,0.00028705596923828125,09287c06-1227-471d-856c-157ef1266de9,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\09287c06-1227-471d-856c-157ef1266de9\b8b8bf7b-f10d-46b3-af06-1521640924f4.wxs.aliquot_ensemble_masked.maf.gz,0.008442878723144531,09287c06-1227-471d-856c-157ef1266de9,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\09400a18-aff7-4b9d-ac61-c65239c28b11\2b20c8bb-861b-4137-b7a8-02d1ab03c646.wxs.aliquot_ensemble_masked.maf.gz,0.07093143463134766,09400a18-aff7-4b9d-ac61-c65239c28b11,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\09400a18-aff7-4b9d-ac61-c65239c28b11\annotations.txt,0.00028705596923828125,09400a18-aff7-4b9d-ac61-c65239c28b11,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\099f0c40-3daf-4dcc-81e1-c56898003f56\5a5fd931-fd5e-40c8-8110-0b66adf436b9.wxs.aliquot_ensemble_masked.maf.gz,0.025231361389160156,099f0c40-3daf-4dcc-81e1-c56898003f56,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\099f0c40-3daf-4dcc-81e1-c56898003f56\annotations.txt,0.00028705596923828125,099f0c40-3daf-4dcc-81e1-c56898003f56,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0a250294-e760-418a-bed3-be259ae161e1\annotations.txt,0.00028705596923828125,0a250294-e760-418a-bed3-be259ae161e1,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0a250294-e760-418a-bed3-be259ae161e1\ecb0ff77-09f2-45fe-aa40-9e02aa7b988a.wxs.aliquot_ensemble_masked.maf.gz,0.4346494674682617,0a250294-e760-418a-bed3-be259ae161e1,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0a48e132-74fa-456d-a292-a958d9373e3d\5dfa07b9-3d69-4974-9a29-336b47b0cdab.wxs.aliquot_ensemble_masked.maf,0.5038442611694336,0a48e132-74fa-456d-a292-a958d9373e3d,.maf
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0a48e132-74fa-456d-a292-a958d9373e3d\5dfa07b9-3d69-4974-9a29-336b47b0cdab.wxs.aliquot_ensemble_masked.maf.gz,0.10020828247070312,0a48e132-74fa-456d-a292-a958d9373e3d,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0a48e132-74fa-456d-a292-a958d9373e3d\annotations.txt,0.0007381439208984375,0a48e132-74fa-456d-a292-a958d9373e3d,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0aa4fbc1-ec6c-4376-b2c7-5e796584d234\annotations.txt,0.00028705596923828125,0aa4fbc1-ec6c-4376-b2c7-5e796584d234,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0aa4fbc1-ec6c-4376-b2c7-5e796584d234\df6491d4-98ff-4a0b-b88d-780b7ca73d11.wxs.aliquot_ensemble_masked.maf.gz,0.30129528045654297,0aa4fbc1-ec6c-4376-b2c7-5e796584d234,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ab3b1d5-6990-4918-9cfb-77e3a749d199\93ebfbac-d457-41f8-9fa1-1b65c4589fc8.wxs.aliquot_ensemble_masked.maf.gz,0.08449935913085938,0ab3b1d5-6990-4918-9cfb-77e3a749d199,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ab3b1d5-6990-4918-9cfb-77e3a749d199\annotations.txt,0.00028705596923828125,0ab3b1d5-6990-4918-9cfb-77e3a749d199,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0b5ce87e-670e-465e-a886-0d950281e275\6fc1ff95-0466-49d8-be2e-ea95bfd8b375.wxs.aliquot_ensemble_masked.maf.gz,0.03234672546386719,0b5ce87e-670e-465e-a886-0d950281e275,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0b5ce87e-670e-465e-a886-0d950281e275\annotations.txt,0.00028705596923828125,0b5ce87e-670e-465e-a886-0d950281e275,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0b893e93-dd75-4593-b1b3-336bcebb5bfd\a5befb51-702c-4e71-ba8b-9f9cb04ae9c1.wxs.aliquot_ensemble_masked.maf.gz,0.017294883728027344,0b893e93-dd75-4593-b1b3-336bcebb5bfd,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0b893e93-dd75-4593-b1b3-336bcebb5bfd\annotations.txt,0.00028705596923828125,0b893e93-dd75-4593-b1b3-336bcebb5bfd,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ba7dbf0-2634-4340-8d26-f182c3665a7d\annotations.txt,0.00028705596923828125,0ba7dbf0-2634-4340-8d26-f182c3665a7d,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ba7dbf0-2634-4340-8d26-f182c3665a7d\ddcc2fd9-c351-4632-921e-5a9d0464c2a5.wxs.aliquot_ensemble_masked.maf,0.19930553436279297,0ba7dbf0-2634-4340-8d26-f182c3665a7d,.maf
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ba7dbf0-2634-4340-8d26-f182c3665a7d\ddcc2fd9-c351-4632-921e-5a9d0464c2a5.wxs.aliquot_ensemble_masked.maf.gz,0.040207862854003906,0ba7dbf0-2634-4340-8d26-f182c3665a7d,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c088dc0-a88b-4a2b-b063-56ac05cc2e81\2bac6293-bbc5-497f-b167-b9d136a7baa8.wxs.aliquot_ensemble_masked.maf,0.7059240341186523,0c088dc0-a88b-4a2b-b063-56ac05cc2e81,.maf
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c088dc0-a88b-4a2b-b063-56ac05cc2e81\2bac6293-bbc5-497f-b167-b9d136a7baa8.wxs.aliquot_ensemble_masked.maf.gz,0.13416576385498047,0c088dc0-a88b-4a2b-b063-56ac05cc2e81,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c088dc0-a88b-4a2b-b063-56ac05cc2e81\annotations.txt,0.00028705596923828125,0c088dc0-a88b-4a2b-b063-56ac05cc2e81,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c396d1a-8cc9-4af7-8acc-91138b476f33\2c287b92-30d0-4c50-a1a3-edc6e3480c19.wxs.aliquot_ensemble_masked.maf.gz,0.19780635833740234,0c396d1a-8cc9-4af7-8acc-91138b476f33,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c396d1a-8cc9-4af7-8acc-91138b476f33\annotations.txt,0.00028705596923828125,0c396d1a-8cc9-4af7-8acc-91138b476f33,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c4b4e72-abfc-4f2c-b2d8-cfa019c0f548\annotations.txt,0.00028705596923828125,0c4b4e72-abfc-4f2c-b2d8-cfa019c0f548,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0c4b4e72-abfc-4f2c-b2d8-cfa019c0f548\fee4c11a-1bad-4007-82c2-f707ac2c7f4b.wxs.aliquot_ensemble_masked.maf.gz,0.160003662109375,0c4b4e72-abfc-4f2c-b2d8-cfa019c0f548,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0d7c5d18-2f64-4313-b8dc-e7a492269744\annotations.txt,0.00028705596923828125,0d7c5d18-2f64-4313-b8dc-e7a492269744,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0d7c5d18-2f64-4313-b8dc-e7a492269744\ca4e1463-5536-460f-9dfb-5cf07edf4e56.wxs.aliquot_ensemble_masked.maf.gz,0.08768272399902344,0d7c5d18-2f64-4313-b8dc-e7a492269744,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0d970f54-4b95-42c1-8349-2b48e74840df\8a271f82-7006-4b6e-bc5e-8eb8138d7cd3.wxs.aliquot_ensemble_masked.maf.gz,0.016811370849609375,0d970f54-4b95-42c1-8349-2b48e74840df,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0d970f54-4b95-42c1-8349-2b48e74840df\annotations.txt,0.00028705596923828125,0d970f54-4b95-42c1-8349-2b48e74840df,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0da50c40-ffa7-4bfc-8e87-02d456940500\285301af-26df-4d59-991a-5933938f9a38.wxs.aliquot_ensemble_masked.maf.gz,0.01902484893798828,0da50c40-ffa7-4bfc-8e87-02d456940500,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0da50c40-ffa7-4bfc-8e87-02d456940500\annotations.txt,0.00028705596923828125,0da50c40-ffa7-4bfc-8e87-02d456940500,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0df48670-c857-469e-b1fa-c06ca744fc5a\annotations.txt,0.00028705596923828125,0df48670-c857-469e-b1fa-c06ca744fc5a,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0df48670-c857-469e-b1fa-c06ca744fc5a\ca1bf9e3-97e1-4875-91a5-49c7dbff8e17.wxs.aliquot_ensemble_masked.maf.gz,0.037349700927734375,0df48670-c857-469e-b1fa-c06ca744fc5a,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0e62c7ad-6285-4329-a824-affb4f06d811\annotations.txt,0.00028705596923828125,0e62c7ad-6285-4329-a824-affb4f06d811,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0e62c7ad-6285-4329-a824-affb4f06d811\f2211559-06a3-477c-9f87-98abd30bca15.wxs.aliquot_ensemble_masked.maf.gz,0.05980873107910156,0e62c7ad-6285-4329-a824-affb4f06d811,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0e6f702b-dd24-4d27-87ff-d2dd264c9093\annotations.txt,0.00028705596923828125,0e6f702b-dd24-4d27-87ff-d2dd264c9093,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0e6f702b-dd24-4d27-87ff-d2dd264c9093\d308e3a5-99a2-4cd0-9869-26ff76a6dd75.wxs.aliquot_ensemble_masked.maf.gz,0.026541709899902344,0e6f702b-dd24-4d27-87ff-d2dd264c9093,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0e9ceaa9-c20f-45a1-a55e-7ef515c0b15d\15daffdc-dd31-4527-abc8-0e62168e0ebd.wxs.aliquot_ensemble_masked.maf.gz,0.07076835632324219,0e9ceaa9-c20f-45a1-a55e-7ef515c0b15d,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0e9ceaa9-c20f-45a1-a55e-7ef515c0b15d\annotations.txt,0.00028705596923828125,0e9ceaa9-c20f-45a1-a55e-7ef515c0b15d,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ecdd76a-4131-4abb-a91e-add0e37e7e1a\135d87f4-2943-4e79-aaac-0693b2eeeb8e.wxs.aliquot_ensemble_masked.maf.gz,0.08380985260009766,0ecdd76a-4131-4abb-a91e-add0e37e7e1a,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0ecdd76a-4131-4abb-a91e-add0e37e7e1a\annotations.txt,0.00028705596923828125,0ecdd76a-4131-4abb-a91e-add0e37e7e1a,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0fc27300-1278-4615-9e67-c569939f294e\9591b9ec-827d-4cba-8bca-fb464015977e.wxs.aliquot_ensemble_masked.maf.gz,0.053661346435546875,0fc27300-1278-4615-9e67-c569939f294e,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\0fc27300-1278-4615-9e67-c569939f294e\annotations.txt,0.00028705596923828125,0fc27300-1278-4615-9e67-c569939f294e,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\1005879f-0532-4dac-9b6c-7abeb335c778\32c34928-e19c-4f50-989b-ba32f2f946bd.wxs.aliquot_ensemble_masked.maf.gz,0.043982505798339844,1005879f-0532-4dac-9b6c-7abeb335c778,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\1005879f-0532-4dac-9b6c-7abeb335c778\annotations.txt,0.00028705596923828125,1005879f-0532-4dac-9b6c-7abeb335c778,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\101c7666-42ea-45d9-8288-16a3cbd47274\1a47b275-62bc-42a1-8543-65caaacf5ed3.wxs.aliquot_ensemble_masked.maf.gz,0.07249259948730469,101c7666-42ea-45d9-8288-16a3cbd47274,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\101c7666-42ea-45d9-8288-16a3cbd47274\annotations.txt,0.0007734298706054688,101c7666-42ea-45d9-8288-16a3cbd47274,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\10c0500e-d828-4c4b-b574-2035ead37702\3722e40f-ae0a-4d22-b64b-5aae459ac112.wxs.aliquot_ensemble_masked.maf.gz,0.11951732635498047,10c0500e-d828-4c4b-b574-2035ead37702,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\10c0500e-d828-4c4b-b574-2035ead37702\annotations.txt,0.00028705596923828125,10c0500e-d828-4c4b-b574-2035ead37702,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\1140a1ab-bec5-4884-bf42-ec7eb80756dd\6b7a0b2a-d183-4ea9-a938-3542e279457e.wxs.aliquot_ensemble_masked.maf.gz,0.042679786682128906,1140a1ab-bec5-4884-bf42-ec7eb80756dd,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\1140a1ab-bec5-4884-bf42-ec7eb80756dd\annotations.txt,0.0004911422729492188,1140a1ab-bec5-4884-bf42-ec7eb80756dd,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\119683b6-76c0-4d07-93d4-9139375d9556\annotations.txt,0.00028705596923828125,119683b6-76c0-4d07-93d4-9139375d9556,.txt
E:\CancerVision_Data\data\Genomics\Mutations\mutations\119683b6-76c0-4d07-93d4-9139375d9556\cef89c20-5cd4-41e4-941c-9d0d9be013f9.wxs.aliquot_ensemble_masked.maf.gz,0.017653465270996094,119683b6-76c0-4d07-93d4-9139375d9556,.gz
E:\CancerVision_Data\data\Genomics\Mutations\mutations\11ba710c-f1ea-4031-b71d-2278b88965c8\2da5bbe8-ec5c-4726-b380-00a4da8033d3.wxs.aliquot_ensemble_masked.maf.gz,0.05492973327636719,11ba710c-f1ea-4031-b71d-2278b88965c8,.gz
